iri,source_file,parent_iris,label_en,label_de,label_none,definition_en,definition_de,definition_none,label_en_suggested,label_de_suggested,definition_en_suggested,definition_de_suggested,notes
https://w3id.org/pmd/co/PMD_0000789,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000773,indentation hardness,Indentationshärte,,"The indentation hardness is a hardness representing the resistance of a material to deformation from an indenter, used to assess surface hardness.","Die Eindruckhärte ist eine Härte, die den Widerstand eines Materials gegenüber der Verformung durch einen Eindringkörper angibt und zur Beurteilung der Oberflächenhärte verwendet wird.",,,,,,
https://w3id.org/pmd/co/PMD_0000790,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000877,refraction,Brechung,,Optical property which describes the bending of light as it passes from one medium into another due to a change in the light’s speed.,"Optische Eigenschaft, die die Ablenkung des Lichts beim Übergang von einem Medium in ein anderes aufgrund einer Änderung der Lichtgeschwindigkeit beschreibt.",,,,,,
https://w3id.org/pmd/co/PMD_0000802,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,absorption of radiation,Absorption von Strahlung,,process of taking up radiation by a material entity,Prozess der Aufnahme von Strahlung durch ein materielles Wesen,,,,,,
https://w3id.org/pmd/co/PMD_0000825,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005,magnetic property,magnetische Eigenschaft,,"A magnetic property is a material property representing characteristics that describe how a material responds to magnetic fields, such as permeability and coercivity.","Eine magnetische Eigenschaft ist eine Materialeigenschaft, die Eigenschaften darstellt, die beschreiben, wie ein Material auf Magnetfelder reagiert, wie z. B. Permeabilität und Koerzitivfeldstärke.",,,,,,
https://w3id.org/pmd/co/PMD_0000848,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000020 | [complex],mechanical property,mechanische Eigenschaft,,"A mechanical property is a material property which is a characteristic of material M. Mechanical property has realization in a stimulating process (in most cases, application of mechanical load), and the stimulating process is an occurent part of another process, in which an object O that is an instance of M participates.","Eine mechanische Eigenschaft ist eine Materialeigenschaft, die eine Eigenschaft des Materials M ist. Eine mechanische Eigenschaft wird in einem stimulierenden Prozess (in den meisten Fällen durch Anwendung einer mechanischen Belastung) verwirklicht, und der stimulierende Prozess ist ein stattfindender Teil eines anderen Prozesses, an dem ein Objekt O, das eine Instanz von M ist, teilnimmt.",,,,,,
https://w3id.org/pmd/co/PMD_0000851,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020164,melting point,Schmelzpunkt,,The melting point is a state of matter boundary realized by transition form the solid state to the liquid state (or vice versa).,"Der Schmelzpunkt ist eine Zustandsgrenze einer Materie, die durch den Übergang vom festen in den flüssigen Zustand (oder umgekehrt) entsteht.",,,,,,
https://w3id.org/pmd/co/PMD_0000853,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000019,crystallographic texture,kristallographische Textur,,an intensive quality describing the arrangement and orientation of grains in a polychrystal,"eine intensive Qualität, die die Anordnung und Ausrichtung der Körner in einem Polykristall beschreibt",,,,,,
https://w3id.org/pmd/co/PMD_0000861,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000924,Mohs hardness,Mohshärte,,Scalar scratch hardness scale used to rank materials based on their ability to scratch one another.,"Skalare Kratzhärteskala, mit der Materialien nach ihrer Fähigkeit, sich gegenseitig zu zerkratzen, eingestuft werden.",,,,,,
https://w3id.org/pmd/co/PMD_0000869,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,chemical reaction,chemische Reaktion,,The occurrence of (a) chemical reaction is the process in which substances interact to form new chemical compounds or alter their molecular structure.,"Das Auftreten einer chemischen Reaktion ist der Prozess, bei dem Substanzen interagieren, um neue chemische Verbindungen zu bilden oder ihre Molekülstruktur zu verändern.",,,,,,
https://w3id.org/pmd/co/PMD_0000877,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005 | [complex],optical property,optische Eigenschaft,,"An optical property is a material property representing the characteristics that describe how a material interacts with light, including reflection, refraction, and absorption.","Eine optische Eigenschaft ist eine Materialeigenschaft, die die Eigenschaften darstellt, die beschreiben, wie ein Material mit Licht interagiert, einschließlich Reflexion, Brechung und Absorption.",,,,,,
https://w3id.org/pmd/co/PMD_0000882,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000020,phase boundary (realization),Phasengrenze (Realisierung),,A phase boundary is a realizable entity that is realized by the transition between distinct phases.,"Eine Phasengrenze ist eine realisierbare Einheit, die durch den Übergang zwischen verschiedenen Phasen realisiert wird.",,,,,,
https://w3id.org/pmd/co/PMD_0000889,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000635,pore growth,Porenwachstum,,"Pore growth is an evolution of damage describing the process by which voids or pores in a material increase in size, often affecting its mechanical and physical properties.","Porenwachstum ist eine Schädigungsentwicklung, die den Prozess beschreibt, durch den Hohlräume oder Poren in einem Material an Größe zunehmen, was sich häufig auf dessen mechanische und physikalische Eigenschaften auswirkt.",,,,,,
https://w3id.org/pmd/co/PMD_0000896,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848,pressure,Druck,,a quality describing the force exerted per unit area in or on a material.,"eine intensive Qualität, die die Kraft beschreibt, die pro Flächeneinheit in oder auf ein Material ausgeübt wird.",,,,,,
https://w3id.org/pmd/co/PMD_0000910,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000773,rebound hardness,Rückprallhärte,,The rebound hardness is representing a measure of a material's hardness based on the height of rebound of a hammer dropped on the material.,"Die Rückprallhärte ist ein Maß für die Härte eines Materials und basiert auf der Rückprallhöhe eines Hammers, der auf das Material fällt.",,,,,,
https://w3id.org/pmd/co/PMD_0000911,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000877,reflectivity,Reflexionsvermögen,,The reflectivity is an optical property that describes the proportion of incident light or radiation that a material reflects.,"Das Reflexionsvermögen ist eine optische Eigenschaft, die den Anteil des einfallenden Lichts bzw. der Strahlung beschreibt, den ein Material reflektiert.",,,,,,
https://w3id.org/pmd/co/PMD_0000924,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000773,scratch hardness,Kratzhärte,,The scratch hardness is a hardness representing a measure of a material's resistance to deformation or scratching by a harder material.,"Die Ritzhärte ist eine Härte, die ein Maß für den Widerstand eines Materials gegenüber Verformung oder Kratzern durch ein härteres Material darstellt.",,,,,,
https://w3id.org/pmd/co/PMD_0000942,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000019,specific surface area,spezifische Oberfläche,,an intensive quality embodying the total surface area of a material per unit of mass or volume.,"eine intensive Qualität, die die Gesamtoberfläche eines Materials pro Massen- oder Volumeneinheit verkörpert.",,,,,,
https://w3id.org/pmd/co/PMD_0000947,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000506,speed of sound,Schallgeschwindigkeit,,"The speed of sound is an acoustic property representing the rate at which sound waves travel through a material, dependent on its density and elastic properties.","Die Schallgeschwindigkeit ist eine akustische Eigenschaft, die die Geschwindigkeit angibt, mit der sich Schallwellen durch ein Material ausbreiten, abhängig von seiner Dichte und seinen elastischen Eigenschaften.",,,,,,
https://w3id.org/pmd/co/PMD_0000949,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848 | [complex],stiffness,Steifigkeit,,The stiffness is a material property describing the resistance of a material to deformation under an applied force.,"Die Steifigkeit ist eine Materialeigenschaft, die den Widerstand eines Materials gegen Verformung unter Einwirkung einer Kraft beschreibt.",,,,,,
https://w3id.org/pmd/co/PMD_0000950,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,stimulating process,anregender Prozess,,"The stimulating process is a process describing the application of an external influence, such as force, heat, or radiation, to study material response.","Der Stimulationsprozess ist ein Prozess, der die Anwendung eines äußeren Einflusses wie Kraft, Wärme oder Strahlung beschreibt, um die materielle Reaktion zu untersuchen.",,,,,,
https://w3id.org/pmd/co/PMD_0000952,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848,strength,Stärke,,The strength is a material property describing the maximum stress a material can withstand before a specific event occurs.,"Die Festigkeit ist eine Materialeigenschaft, die die maximale Belastung beschreibt, der ein Material standhalten kann, bevor ein bestimmtes Ereignis eintritt",,,,,,
https://w3id.org/pmd/co/PMD_0000953,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000635,structural and chemical decay,struktureller und chemischer Zerfall,,The structural and chemical decay is an evolution of damage describing the deterioration of a material's structure and composition over time due to environmental or operational conditions.,"Der strukturelle und chemische Zerfall ist eine Schädigungsentwicklung, die die Verschlechterung der Struktur und Zusammensetzung eines Materials im Laufe der Zeit aufgrund von Umwelt- oder Betriebsbedingungen beschreibt.",,,,,,
https://w3id.org/pmd/co/PMD_0000961,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020164,sublimation point,Sublimationspunkt,,The sublimation point is a state of matter boundary realized by transition from the solid state to the gaseous state (or vice versa).,"Der Sublimationspunkt ist eine Zustandsgrenze der Materie, die durch den Übergang vom festen in den gasförmigen Zustand (oder umgekehrt) entsteht.",,,,,,
https://w3id.org/pmd/co/PMD_0000965,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000024 | [complex],surface layer (fiat object part),Oberflächenschicht (Fiat-Objektteil),,"A surface layer (fiat object part) is a fiat object part that is part of only object. The surface layer is the three dimensional region defining the outermost layer of an object,","Eine Oberflächenschicht (Fiat-Objektteil) ist ein Fiat-Objektteil, der nur Teil eines Objekts ist. Die Oberflächenschicht ist der dreidimensionale Bereich, der die äußerste Schicht eines Objekts definiert, wo Oberflächeninteraktionen mit anderen materiellen Einheiten stattfinden. Was als Oberfläche betrachtet wird, wird somit durch den Interaktionsprozess definiert.",,,,,,
https://w3id.org/pmd/co/PMD_0000967,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0080005,temperature,Temperatur,,The temperature is a fundamental intensive quality representing the average atomic or molcular movement or vibration of a portion of matter.,"Die Temperatur ist eine grundlegende intensive Qualität, die die durchschnittliche atomare oder molekulare Bewegung oder Schwingung eines Teils der Materie darstellt.",,,,,,
https://w3id.org/pmd/co/PMD_0000972,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005,temporal property,zeitliche Eigenschaft,,A temporal property is a material property that represents attributes related to the time-dependent behavior of a material or process.,"Eine zeitliche Eigenschaft ist eine Materialeigenschaft, die Attribute darstellt, die sich auf das zeitabhängige Verhalten eines Materials oder Prozesses beziehen.",,,,,,
https://w3id.org/pmd/co/PMD_0000978,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000981,thermal conductivity,Wärmeleitfähigkeit,,The thermal conductivity is a thermal property describing the ability of a material to conduct heat.,"Die Wärmeleitfähigkeit ist eine thermische Eigenschaft, die die Fähigkeit eines Materials beschreibt, Wärme zu leiten.",,,,,,
https://w3id.org/pmd/co/PMD_0000981,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000019 | https://w3id.org/pmd/co/PMD_0000005 | [complex],thermal property,thermische Eigenschaft,,"A thermal property is a material property representing attributes of a material that describe its behavior under temperature changes, such as thermal conductivity and expansion.","Eine thermische Eigenschaft ist eine Materialeigenschaft, die Attribute eines Materials darstellt, die sein Verhalten bei Temperaturänderungen beschreiben, wie z. B. Wärmeleitfähigkeit und Ausdehnung.",,,,,,
https://w3id.org/pmd/co/PMD_0000996,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020164,triple point (state of matter),Tripelpunkt,,a state of matter boundary (point) realized by transition from the solid state to the liquid state or the the gaseous state (or vice versa).,"eine Zustandsgrenze (Punkt) einer Materie, die durch den Übergang vom festen Zustand in den flüssigen Zustand oder den gasförmigen Zustand (oder umgekehrt) realisiert wird.",,,,,,
https://w3id.org/pmd/co/PMD_0001008,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000802,absorption of wave radiation,Absorption von Wellenstrahlung,,process of taking up elctromagnetic radiation by a material entity,Vorgang der Aufnahme elektromagnetischer Strahlung durch ein materielles Wesen,,,,,,
https://w3id.org/pmd/co/PMD_0001028,src/ontology/components/pmdco-qualities.owl,,in response to,als Antwort auf,,inverse of responds with,Umkehrung von antwortet mit,,,,,,
https://w3id.org/pmd/co/PMD_0001029,src/ontology/components/pmdco-qualities.owl,,responds with,antwortet mit,,"The realizable entity must be ""stimulated"" by some Stimulus in order to respond with the Response. The bearer of the realizable entity must participate in Stimulation as well as in Response.","Die realisierbare Entität muss durch einen Reiz „stimuliert“ werden, um mit der Reaktion zu reagieren. Der Träger der realisierbaren Entität muss sowohl an der Stimulation als auch an der Reaktion teilnehmen.",,,,,,
https://w3id.org/pmd/co/PMD_0001046,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0040001,,Tiefe,,,,,,,,,
https://w3id.org/pmd/co/PMD_0010000,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005,,,corrosion resistant,,,a disposition to withstand corrosive attack to a certain extend,,,,,
https://w3id.org/pmd/co/PMD_0010013,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848,,härtbar,hardenable,,,a disposition to gain a greatly increased hardness at the surface or entire volume by the process of hardening,,,,,
https://w3id.org/pmd/co/PMD_0010022,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005,containing magnetic species,enthält magnetische Spezies,,"material property that inheres in a material entity in virtue of the presence of one or more magnetic species (e.g. ferromagnetic, paramagnetic, or diamagnetic particles or atoms), and that manifests under appropriate conditions as a magnetic response or influence in a magnetic field","Materialeigenschaft, die einer materiellen Einheit aufgrund der Anwesenheit einer oder mehrerer magnetischer Spezies (z. B. ferromagnetischer, paramagnetischer oder diamagnetischer Partikel oder Atome) innewohnt und die sich unter geeigneten Bedingungen als magnetische Reaktion oder Einfluss in einem Magnetfeld manifestiert",,,,,,
https://w3id.org/pmd/co/PMD_0010023,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000016,bioactive,bioaktiv,,"disposition that inheres in a material entity and is realized in an organismal context as a specific interaction with one or more biological systems, producing a measurable biological effect such as therapeutic, toxic, or signaling outcome","Disposition, die einer materiellen Einheit innewohnt und in einem Organismuskontext als spezifische Interaktion mit einem oder mehreren biologischen Systemen verwirklicht wird und eine messbare biologische Wirkung hervorruft, beispielsweise eine therapeutische, toxische oder signalisierende Wirkung",,,,,,
https://w3id.org/pmd/co/PMD_0010024,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000016,bioinert,bioinert,,a disposition to elicit minimal or no biological response when in contact with tissue or implanted,"eine Neigung, bei Kontakt mit Gewebe oder einer Implantation nur eine minimale oder keine biologische Reaktion hervorzurufen",,,,,,
https://w3id.org/pmd/co/PMD_0010025,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020251,bioresorbable,bioresorbierbar,,biocompatibe and degrading and being resorbed by the body over time,biokompatibel und im Laufe der Zeit vom Körper abgebaut und resorbiert,,,,,,
https://w3id.org/pmd/co/PMD_0010026,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020274,organic composition,organische Zusammensetzung,,"A composition characterized by a primary molecular structure of carbon atoms covalently bonded to hydrogen (C-H bonds), typically forming linear, branched, or networked chains.","Eine Zusammensetzung, die durch eine primäre Molekülstruktur aus kovalent an Wasserstoff gebundenen Kohlenstoffatomen (C-H-Bindungen) gekennzeichnet ist und typischerweise lineare, verzweigte oder vernetzte Ketten bildet.",,,,,,
https://w3id.org/pmd/co/PMD_0010027,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020274,inorganic composition,anorganische Zusammensetzung,,"material composition based on chemical elements other than those defining organic compounds, typically characterized by ionic or metallic bonding and the absence of a carbon-hydrogen ($C-H$) framework","Materialzusammensetzung, die auf anderen chemischen Elementen als denen organischer Verbindungen basiert und typischerweise durch ionische oder metallische Bindungen und das Fehlen eines Kohlenstoff-Wasserstoff-Gerüsts ($C-H$) gekennzeichnet ist",,,,,,
https://w3id.org/pmd/co/PMD_0010029,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000952,specific strength,spezifische Festigkeit,,Specific strength is a quality that inheres in a material entity and is defined as the ratio of its tensile strength to its density.,"Spezifische Festigkeit ist eine Eigenschaft, die einem Material innewohnt und als das Verhältnis seiner Zugfestigkeit zu seiner Dichte definiert wird.",,,,,,
https://w3id.org/pmd/co/PMD_0020004,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/IAO_0000027 | [complex],composition data item,,,"Composition data entity is an information content entity that is about composition of a material enity. It has members fraction value specifications which specifiy values of propotions of compounds, which are parts of the material enity.","Bei einem Zusammensetzungsdatenelement handelt es sich um eine Informationsinhaltseinheit, die sich mit der Zusammensetzung einer materiellen Einheit befasst. Es verfügt über Bruchwertspezifikationen für Mitglieder, die Werte von Anteilen von Verbindungen angeben, die Teile der materiellen Einheit sind.",,,,,,
https://w3id.org/pmd/co/PMD_0020005,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000019,porosity,Porosität,,itensive quality embodiying the fraction of the materials (enclosing) spatial region occupied by pores.,"itensive Qualität, die den Anteil des von Poren eingenommenen (umschließenden) räumlichen Bereichs des Materials verkörpert.",,,,,,
https://w3id.org/pmd/co/PMD_0020006,src/ontology/components/pmdco-qualities.owl,,bravais lattice triclinic primitive,Triklines Primitiv des Bravais-Gitters,,"triclinic Bravais lattice with primitive centering (aP), having no rotational symmetry and all three unit cell axes of unequal length meeting at oblique angles","triklines Bravais-Gitter mit primitiver Zentrierung (aP), keine Rotationssymmetrie und alle drei Elementarzellenachsen ungleicher Länge treffen sich in schrägen Winkeln",,,,,,
https://w3id.org/pmd/co/PMD_0020007,src/ontology/components/pmdco-qualities.owl,,bravais lattice monoclinic primitive,monoklines Grundelement des Bravais-Gitters,,"monoclinic Bravais lattice with primitive centering (mP), having one 2-fold rotation axis with one oblique angle and two right angles between unit cell axes",Monoklines Bravais-Gitter mit primitiver Zentrierung (mP) mit einer zweizähligen Rotationsachse mit einem schiefen Winkel und zwei rechten Winkeln zwischen den Achsen der Elementarzellen,,,,,,
https://w3id.org/pmd/co/PMD_0020008,src/ontology/components/pmdco-qualities.owl,,bravais lattice monoclinic base-centered,Bravais-Gitter monoklin basiszentriert,,"monoclinic Bravais lattice with base-centered centering (mC), having one 2-fold rotation axis and additional lattice points at the center of one pair of faces","monoklines Bravais-Gitter mit basiszentrierter Zentrierung (mC), einer zweizähligen Rotationsachse und zusätzlichen Gitterpunkten in der Mitte eines Flächenpaares",,,,,,
https://w3id.org/pmd/co/PMD_0020009,src/ontology/components/pmdco-qualities.owl,,bravais lattice orthorombic primitive,Bravais-Gitter orthorombisches Grundelement,,"orthorhombic Bravais lattice with primitive centering (oP), having three mutually perpendicular 2-fold rotation axes and one lattice point per unit cell","orthorhombisches Bravais-Gitter mit primitiver Zentrierung (oP), mit drei zueinander senkrechten zweizähligen Rotationsachsen und einem Gitterpunkt pro Elementarzelle",,,,,,
https://w3id.org/pmd/co/PMD_0020010,src/ontology/components/pmdco-qualities.owl,,bravais lattice orthorhombic base-centered,Bravais-Gitter orthorhombisch basiszentriert,,"orthorhombic Bravais lattice with base-centered centering (oC), having three perpendicular 2-fold axes and additional lattice points at the centers of one pair of faces","orthorhombisches Bravais-Gitter mit basiszentrierter Zentrierung (oC), mit drei senkrechten zweizähligen Achsen und zusätzlichen Gitterpunkten in den Mittelpunkten eines Flächenpaares",,,,,,
https://w3id.org/pmd/co/PMD_0020011,src/ontology/components/pmdco-qualities.owl,,bravais lattice orthorhombic body-centered,Bravais-Gitter orthorhombisch körperzentriert,,"orthorhombic Bravais lattice with body-centered centering (oI), having three perpendicular 2-fold axes and an additional lattice point at the center of the unit cell","orthorhombisches Bravais-Gitter mit körperzentrierter Zentrierung (oI), mit drei senkrechten zweizähligen Achsen und einem zusätzlichen Gitterpunkt in der Mitte der Elementarzelle",,,,,,
https://w3id.org/pmd/co/PMD_0020012,src/ontology/components/pmdco-qualities.owl,,bravais lattice orthorhombic face-centered,Bravais-Gitter orthorhombisch flächenzentriert,,"orthorhombic Bravais lattice with face-centered centering (oF), having three perpendicular 2-fold axes and additional lattice points at the centers of all faces","orthorhombisches Bravais-Gitter mit flächenzentrierter Zentrierung (oF), mit drei senkrechten zweizähligen Achsen und zusätzlichen Gitterpunkten in den Mittelpunkten aller Flächen",,,,,,
https://w3id.org/pmd/co/PMD_0020013,src/ontology/components/pmdco-qualities.owl,,bravais lattice tetragonal primitive,Bravais-Gitter tetragonaler Grundkörper,,"tetragonal Bravais lattice with primitive centering (tP), having one 4-fold rotation axis with two equal unit cell axes perpendicular to a third unequal axis","tetragonales Bravais-Gitter mit primitiver Zentrierung (tP), mit einer vierzähligen Rotationsachse mit zwei gleichen Elementarzellenachsen senkrecht zu einer dritten ungleichen Achse",,,,,,
https://w3id.org/pmd/co/PMD_0020014,src/ontology/components/pmdco-qualities.owl,,bravais lattice tetragonal body-centered,Bravais-Gitter tetragonal körperzentriert,,"tetragonal Bravais lattice with body-centered centering (tI), having one 4-fold rotation axis and an additional lattice point at the center of the unit cell","tetragonales Bravais-Gitter mit körperzentrierter Zentrierung (tI), einer 4-zähligen Rotationsachse und einem zusätzlichen Gitterpunkt im Zentrum der Elementarzelle",,,,,,
https://w3id.org/pmd/co/PMD_0020015,src/ontology/components/pmdco-qualities.owl,,bravais lattice hexagonal rhombohedral primitive,"Bravais-Gitter, sechseckiges, rhomboedrisches Grundelement",,"trigonal Bravais lattice with rhombohedral centering (hR), having a 3-fold rotation axis and representable as a rhombohedron with equal axes and equal interaxial angles","trigonales Bravais-Gitter mit rhomboedrischer Zentrierung (hR), einer dreizähligen Rotationsachse und darstellbar als Rhomboeder mit gleichen Achsen und gleichen Zwischenachsenwinkeln",,,,,,
https://w3id.org/pmd/co/PMD_0020016,src/ontology/components/pmdco-qualities.owl,,bravais lattice hexagonal hexagonal primitive,Bravais-Gitter sechseckiges sechseckiges Grundelement,,"hexagonal Bravais lattice with primitive centering (hP), having one 6-fold rotation axis with two equal unit cell axes in the basal plane and one perpendicular axis","hexagonales Bravais-Gitter mit primitiver Zentrierung (hP), mit einer 6-fachen Rotationsachse mit zwei gleichen Elementarzellenachsen in der Basisebene und einer senkrechten Achse",,,,,,
https://w3id.org/pmd/co/PMD_0020017,src/ontology/components/pmdco-qualities.owl,,bravais lattice cubic primitive,"Bravais-Gitter, kubisches Grundelement",,"cubic Bravais lattice with primitive centering (cP), having four 3-fold rotation axes with all unit cell axes equal and mutually perpendicular and one lattice point per unit cell","Kubisches Bravais-Gitter mit primitiver Zentrierung (cP), mit vier dreizähligen Rotationsachsen, wobei alle Elementarzellenachsen gleich und zueinander senkrecht sind, und einem Gitterpunkt pro Elementarzelle",,,,,,
https://w3id.org/pmd/co/PMD_0020018,src/ontology/components/pmdco-qualities.owl,,bravais lattice cubic body-centered,Bravais-Gitter kubisch raumzentriert,,"cubic Bravais lattice with body-centered centering (cI), having four 3-fold rotation axes and an additional lattice point at the center of the unit cell","Kubisches Bravais-Gitter mit körperzentrierter Zentrierung (cI), mit vier dreizähligen Rotationsachsen und einem zusätzlichen Gitterpunkt in der Mitte der Elementarzelle",,,,,,
https://w3id.org/pmd/co/PMD_0020019,src/ontology/components/pmdco-qualities.owl,,bravais lattice cubic face-centered,Bravais-Gitter kubisch flächenzentriert,,"cubic Bravais lattice with face-centered centering (cF), having four 3-fold rotation axes and additional lattice points at the centers of all faces","Kubisches Bravais-Gitter mit flächenzentrierter Zentrierung (cF), mit vier dreizähligen Rotationsachsen und zusätzlichen Gitterpunkten in den Mittelpunkten aller Flächen",,,,,,
https://w3id.org/pmd/co/PMD_0020020,src/ontology/components/pmdco-qualities.owl,,interacts with,interagiert mit,,A relation between participants of a process indicating that some of the participants SDCs are affected during the process due to the interaction of the participants.,"Eine Beziehung zwischen Teilnehmern eines Prozesses, die darauf hinweist, dass einige SDCs der Teilnehmer während des Prozesses aufgrund der Interaktion der Teilnehmer betroffen sind.",,,,,,
https://w3id.org/pmd/co/PMD_0020022,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,corrosion,Korrosion,,corrosion is a slow chemical or electrochemical degradation process of a material entity due to its interaction with the surrounding environment.,Korrosion ist ein langsamer chemischer oder elektrochemischer Zersetzungsprozess eines Materials aufgrund seiner Wechselwirkung mit der Umgebung.,,,,,,
https://w3id.org/pmd/co/PMD_0020023,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/OBI_0001930,metallic grain structures,metallische Kornstrukturen,,The metallic grain structures is a categorical value specification that specifies value of the  metallic grain structure quality. It describes the morphology of polycrystalline metallic materials. Polycrystalline metallic materials will typically form their grain structures as one of those categories or a transition or mixture state of those.,"Bei der metallischen Kornstruktur handelt es sich um eine kategoriale Wertspezifikation, die den Wert der Qualität der metallischen Kornstruktur angibt. Es beschreibt die Morphologie polykristalliner metallischer Werkstoffe. Polykristalline metallische Materialien bilden ihre Kornstrukturen typischerweise als eine dieser Kategorien oder als Übergangs- oder Mischungszustand davon aus.",,,,,,
https://w3id.org/pmd/co/PMD_0020024,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0050000,hydrogen bond,Wasserstoffbindung,,A hydrogen bond is a bond that binds one molecule’s hydrogen atom with the electronegative atoms of another molecule.,"Eine Wasserstoffbindung ist eine Bindung, die das Wasserstoffatom eines Moleküls mit den elektronegativen Atomen eines anderen Moleküls verbindet.",,,,,,
https://w3id.org/pmd/co/PMD_0020025,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000023,obstacle role,Hindernisrolle,,An obstacle role is a role of an independent continuant C that is realized in a motion process and indictes that C hinders the motion of a participant in the process.,"Eine Hindernisrolle ist eine Rolle eines unabhängigen kontinuierlichen C, die in einem Bewegungsprozess realisiert wird und anzeigt, dass C die Bewegung eines Teilnehmers am Prozess behindert.",,,,,,
https://w3id.org/pmd/co/PMD_0020027,src/ontology/components/pmdco-qualities.owl,,bainite,Bainit,,"iron-carbon microstructure formed by isothermal transformation of austenite at temperatures between the pearlite and martensite formation ranges, consisting of ferrite and finely dispersed cementite","Eisen-Kohlenstoff-Mikrostruktur, die durch isotherme Umwandlung von Austenit bei Temperaturen zwischen dem Perlit- und Martensitbildungsbereich entsteht und aus Ferrit und fein verteiltem Zementit besteht",,,,,,
https://w3id.org/pmd/co/PMD_0020097,src/ontology/components/pmdco-qualities.owl,,austenite,Austenit,,"face-centered cubic phase of iron or an iron-based alloy, stable above the eutectoid temperature and capable of dissolving significant amounts of carbon in solid solution","flächenzentrierte kubische Phase aus Eisen oder einer Legierung auf Eisenbasis, die oberhalb der Eutektoidtemperatur stabil ist und in der Lage ist, erhebliche Mengen Kohlenstoff in fester Lösung aufzulösen",,,,,,
https://w3id.org/pmd/co/PMD_0020098,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000031,nature constant,Naturkonstante,,"A nature constant is a generically dependent continuant whose value, maginitude or configuration is determined by nature including physics and mathematics.","Eine Naturkonstante ist ein generisch abhängiger Kontinuant, dessen Wert, Größe oder Konfiguration durch die Natur, einschließlich Physik und Mathematik, bestimmt wird.",,,,,,
